 31   5  0.186593E+02  0.000000E+00  0.000000E+00
 32   5  0.186323E+02  0.000000E+00  0.000000E+00
 33   5  0.186185E+02  0.000000E+00  0.000000E+00
 34   5  0.185688E+02  0.000000E+00  0.000000E+00
 35   5  0.185337E+02  0.000000E+00  0.000000E+00
 36   5  0.184537E+02  0.000000E+00  0.000000E+00
 37   5  0.183572E+02  0.000000E+00  0.000000E+00
 38   5  0.183035E+02  0.000000E+00  0.000000E+00
 39   5  0.182036E+02  0.000000E+00  0.000000E+00
 40   5  0.181486E+02  0.000000E+00  0.000000E+00
 41   5  0.181153E+02  0.000000E+00  0.000000E+00
 42   5  0.180537E+02  0.000000E+00  0.000000E+00
 43   5  0.180474E+02  0.000000E+00  0.000000E+00
 44   5  0.180448E+02  0.000000E+00  0.000000E+00
 45   5  0.180553E+02  0.000000E+00  0.000000E+00
 46   5  0.180767E+02  0.000000E+00  0.000000E+00
 47   5  0.180411E+02  0.000000E+00  0.000000E+00
 48   5  0.180926E+02  0.000000E+00  0.000000E+00
 49   5  0.181097E+02  0.000000E+00  0.000000E+00
 50   5  0.180703E+02  0.000000E+00  0.000000E+00
 51   5  0.180151E+02  0.000000E+00  0.000000E+00
 52   5  0.181390E+02  0.000000E+00  0.000000E+00
 53   5  0.182044E+02  0.000000E+00  0.000000E+00
 54   5  0.181560E+02  0.000000E+00  0.000000E+00
 55   5  0.182852E+02  0.000000E+00  0.000000E+00
 56   5  0.183175E+02  0.000000E+00  0.000000E+00
 57   5  0.184205E+02  0.000000E+00  0.000000E+00
 58   5  0.185650E+02  0.000000E+00  0.000000E+00
 59   5  0.186392E+02  0.000000E+00  0.000000E+00
 30   6  0.186297E+02  0.000000E+00  0.000000E+00
 31   6  0.186905E+02  0.000000E+00  0.000000E+00
 32   6  0.186747E+02  0.000000E+00  0.000000E+00
 33   6  0.186312E+02  0.000000E+00  0.000000E+00
 34   6  0.185787E+02  0.000000E+00  0.000000E+00
 35   6  0.185132E+02  0.000000E+00  0.000000E+00
 36   6  0.184748E+02  0.000000E+00  0.000000E+00
 37   6  0.183926E+02  0.000000E+00  0.000000E+00
 38   6  0.183501E+02  0.000000E+00  0.000000E+00
 39   6  0.182644E+02  0.000000E+00  0.000000E+00
 40   6  0.182226E+02  0.000000E+00  0.000000E+00
 41   6  0.181934E+02  0.000000E+00  0.000000E+00
 42   6  0.181848E+02  0.000000E+00  0.000000E+00
 43   6  0.181357E+02  0.000000E+00  0.000000E+00
 44   6  0.181349E+02  0.000000E+00  0.000000E+00
 45   6  0.181489E+02  0.000000E+00  0.000000E+00
 46   6  0.181763E+02  0.000000E+00  0.000000E+00
 47   6  0.182145E+02  0.000000E+00  0.000000E+00
 48   6  0.182234E+02  0.000000E+00  0.000000E+00
 49   6  0.182426E+02  0.000000E+00  0.000000E+00
 50   6  0.181512E+02  0.000000E+00  0.000000E+00
 51   6  0.182841E+02  0.000000E+00  0.000000E+00
 52   6  0.182930E+02  0.000000E+00  0.000000E+00
 53   6  0.183808E+02  0.000000E+00  0.000000E+00
 54   6  0.184715E+02  0.000000E+00  0.000000E+00
 55   6  0.185552E+02  0.000000E+00  0.000000E+00
 56   6  0.186242E+02  0.000000E+00  0.000000E+00
 57   6  0.186075E+02  0.000000E+00  0.000000E+00
 58   6  0.187066E+02  0.000000E+00  0.000000E+00
 32   7  0.186630E+02  0.000000E+00  0.000000E+00
 33   7  0.186222E+02  0.000000E+00  0.000000E+00
 34   7  0.185899E+02  0.000000E+00  0.000000E+00
 35   7  0.185490E+02  0.000000E+00  0.000000E+00
 36   7  0.184889E+02  0.000000E+00  0.000000E+00
 37   7  0.184570E+02  0.000000E+00  0.000000E+00
 38   7  0.183826E+02  0.000000E+00  0.000000E+00
 39   7  0.183567E+02  0.000000E+00  0.000000E+00
 40   7  0.183293E+02  0.000000E+00  0.000000E+00
 41   7  0.183066E+02  0.000000E+00  0.000000E+00
 42   7  0.182563E+02  0.000000E+00  0.000000E+00
 43   7  0.182118E+02  0.000000E+00  0.000000E+00
 44   7  0.182134E+02  0.000000E+00  0.000000E+00
 45   7  0.182266E+02  0.000000E+00  0.000000E+00
 46   7  0.182577E+02  0.000000E+00  0.000000E+00
 47   7  0.183089E+02  0.000000E+00  0.000000E+00
 48   7  0.183216E+02  0.000000E+00  0.000000E+00
 49   7  0.183427E+02  0.000000E+00  0.000000E+00
 50   7  0.183698E+02  0.000000E+00  0.000000E+00
 51   7  0.183934E+02  0.000000E+00  0.000000E+00
 52   7  0.184072E+02  0.000000E+00  0.000000E+00
 53   7  0.184961E+02  0.000000E+00  0.000000E+00
